issue number,date,number,place1,place2,place3,day of week,year,month,day,,,,,,,,,,,,,,,
317,1997/11/19,190,1,9,0,Wednesday,1997,11,19,,,,,,,,,,,,,,,
318,1997/11/21,537,5,3,7,Friday,1997,11,21,,,,,,,,,,,,,,,
319,1997/11/24,395,3,9,5,Monday,1997,11,24,,,,,,,,,,,,,,,
320,1997/11/26,598,5,9,8,Wednesday,1997,11,26,,,,,,,,,,,,,,,
321,1997/11/28,429,4,2,9,Friday,1997,11,28,,,,,,,,,,,,,,,
322,1997/12/1,64,0,6,4,Monday,1997,12,1,,,,,,,,,,,,,,,
323,1997/12/3,375,3,7,5,Wednesday,1997,12,3,,,,,,,,,,,,,,,
324,1997/12/5,805,8,0,5,Friday,1997,12,5,,,,,,,,,,,,,,,
325,1997/12/8,531,5,3,1,Monday,1997,12,8,,,,,,,,,,,,,,,
326,1997/12/10,930,9,3,0,Wednesday,1997,12,10,,,,,,,,,,,,,,,
327,1997/12/12,980,9,8,0,Friday,1997,12,12,,,,,,,,,,,,,,,
328,1997/12/15,736,7,3,6,Monday,1997,12,15,,,,,,,,,,,,,,,
329,1997/12/17,543,5,4,3,Wednesday,1997,12,17,,,,,,,,,,,,,,,
330,1997/12/19,179,1,7,9,Friday,1997,12,19,,,,,,,,,,,,,,,
331,1997/12/22,196,1,9,6,Monday,1997,12,22,,,,,,,,,,,,,,,
332,1997/12/24,167,1,6,7,Wednesday,1997,12,24,,,,,,,,,,,,,,,
333,1997/12/26,238,2,3,8,Friday,1997,12,26,,,,,,,,,,,,,,,
334,1997/12/29,480,4,8,0,Monday,1997,12,29,,,,,,,,,,,,,,,
335,1998/1/5,950,9,5,0,Monday,1998,1,5,,,,,,,,,,,,,,,
336,1998/1/7,551,5,5,1,Wednesday,1998,1,7,,,,,,,,,,,,,,,
337,1998/1/9,632,6,3,2,Friday,1998,1,9,,,,,,,,,,,,,,,
338,1998/1/12,704,7,0,4,Monday,1998,1,12,,,,,,,,,,,,,,,
339,1998/1/14,152,1,5,2,Wednesday,1998,1,14,,,,,,,,,,,,,,,
340,1998/1/16,992,9,9,2,Friday,1998,1,16,,,,,,,,,,,,,,,
341,1998/1/19,259,2,5,9,Monday,1998,1,19,,,,,,,,,,,,,,,
342,1998/1/21,686,6,8,6,Wednesday,1998,1,21,,,,,,,,,,,,,,,
343,1998/1/23,997,9,9,7,Friday,1998,1,23,,,,,,,,,,,,,,,
344,1998/1/26,35,0,3,5,Monday,1998,1,26,,,,,,,,,,,,,,,
345,1998/1/28,513,5,1,3,Wednesday,1998,1,28,,,,,,,,,,,,,,,
346,1998/1/30,0,0,0,0,Friday,1998,1,30,,,,,,,,,,,,,,,
347,1998/2/2,718,7,1,8,Monday,1998,2,2,,,,,,,,,,,,,,,
348,1998/2/4,394,3,9,4,Wednesday,1998,2,4,,,,,,,,,,,,,,,
349,1998/2/6,431,4,3,1,Friday,1998,2,6,,,,,,,,,,,,,,,
350,1998/2/9,638,6,3,8,Monday,1998,2,9,,,,,,,,,,,,,,,
351,1998/2/11,417,4,1,7,Wednesday,1998,2,11,,,,,,,,,,,,,,,
352,1998/2/13,38,0,3,8,Friday,1998,2,13,,,,,,,,,,,,,,,
353,1998/2/16,996,9,9,6,Monday,1998,2,16,,,,,,,,,,,,,,,
354,1998/2/18,750,7,5,0,Wednesday,1998,2,18,,,,,,,,,,,,,,,
355,1998/2/20,487,4,8,7,Friday,1998,2,20,,,,,,,,,,,,,,,
356,1998/2/23,852,8,5,2,Monday,1998,2,23,,,,,,,,,,,,,,,
357,1998/2/25,756,7,5,6,Wednesday,1998,2,25,,,,,,,,,,,,,,,
358,1998/2/27,469,4,6,9,Friday,1998,2,27,,,,,,,,,,,,,,,
359,1998/3/2,277,2,7,7,Monday,1998,3,2,,,,,,,,,,,,,,,
360,1998/3/4,965,9,6,5,Wednesday,1998,3,4,,,,,,,,,,,,,,,
361,1998/3/6,965,9,6,5,Friday,1998,3,6,,,,,,,,,,,,,,,
362,1998/3/9,640,6,4,0,Monday,1998,3,9,,,,,,,,,,,,,,,
363,1998/3/11,458,4,5,8,Wednesday,1998,3,11,,,,,,,,,,,,,,,
364,1998/3/13,908,9,0,8,Friday,1998,3,13,,,,,,,,,,,,,,,
365,1998/3/16,887,8,8,7,Monday,1998,3,16,,,,,,,,,,,,,,,
366,1998/3/18,841,8,4,1,Wednesday,1998,3,18,,,,,,,,,,,,,,,
367,1998/3/20,778,7,7,8,Friday,1998,3,20,,,,,,,,,,,,,,,
368,1998/3/23,805,8,0,5,Monday,1998,3,23,,,,,,,,,,,,,,,
369,1998/3/25,135,1,3,5,Wednesday,1998,3,25,,,,,,,,,,,,,,,
370,1998/3/27,91,0,9,1,Friday,1998,3,27,,,,,,,,,,,,,,,
371,1998/3/30,798,7,9,8,Monday,1998,3,30,,,,,,,,,,,,,,,
372,1998/4/1,202,2,0,2,Wednesday,1998,4,1,,,,,,,,,,,,,,,
373,1998/4/3,417,4,1,7,Friday,1998,4,3,,,,,,,,,,,,,,,
374,1998/4/6,409,4,0,9,Monday,1998,4,6,,,,,,,,,,,,,,,
375,1998/4/8,994,9,9,4,Wednesday,1998,4,8,,,,,,,,,,,,,,,
376,1998/4/10,274,2,7,4,Friday,1998,4,10,,,,,,,,,,,,,,,
377,1998/4/13,155,1,5,5,Monday,1998,4,13,,,,,,,,,,,,,,,
378,1998/4/15,75,0,7,5,Wednesday,1998,4,15,,,,,,,,,,,,,,,
379,1998/4/17,649,6,4,9,Friday,1998,4,17,,,,,,,,,,,,,,,
380,1998/4/20,820,8,2,0,Monday,1998,4,20,,,,,,,,,,,,,,,
381,1998/4/22,885,8,8,5,Wednesday,1998,4,22,,,,,,,,,,,,,,,
382,1998/4/24,606,6,0,6,Friday,1998,4,24,,,,,,,,,,,,,,,
383,1998/4/27,81,0,8,1,Monday,1998,4,27,,,,,,,,,,,,,,,
384,1998/4/29,690,6,9,0,Wednesday,1998,4,29,,,,,,,,,,,,,,,
385,1998/5/1,332,3,3,2,Friday,1998,5,1,,,,,,,,,,,,,,,
386,1998/5/4,578,5,7,8,Monday,1998,5,4,,,,,,,,,,,,,,,
387,1998/5/6,396,3,9,6,Wednesday,1998,5,6,,,,,,,,,,,,,,,
388,1998/5/8,227,2,2,7,Friday,1998,5,8,,,,,,,,,,,,,,,
389,1998/5/11,275,2,7,5,Monday,1998,5,11,,,,,,,,,,,,,,,
390,1998/5/13,956,9,5,6,Wednesday,1998,5,13,,,,,,,,,,,,,,,
391,1998/5/15,66,0,6,6,Friday,1998,5,15,,,,,,,,,,,,,,,
392,1998/5/18,426,4,2,6,Monday,1998,5,18,,,,,,,,,,,,,,,
393,1998/5/20,29,0,2,9,Wednesday,1998,5,20,,,,,,,,,,,,,,,
394,1998/5/22,729,7,2,9,Friday,1998,5,22,,,,,,,,,,,,,,,
395,1998/5/25,440,4,4,0,Monday,1998,5,25,,,,,,,,,,,,,,,
396,1998/5/27,963,9,6,3,Wednesday,1998,5,27,,,,,,,,,,,,,,,
397,1998/5/29,345,3,4,5,Friday,1998,5,29,,,,,,,,,,,,,,,
398,1998/6/1,274,2,7,4,Monday,1998,6,1,,,,,,,,,,,,,,,
399,1998/6/3,816,8,1,6,Wednesday,1998,6,3,,,,,,,,,,,,,,,
400,1998/6/5,596,5,9,6,Friday,1998,6,5,,,,,,,,,,,,,,,
401,1998/6/8,354,3,5,4,Monday,1998,6,8,,,,,,,,,,,,,,,
402,1998/6/10,58,0,5,8,Wednesday,1998,6,10,,,,,,,,,,,,,,,
403,1998/6/12,431,4,3,1,Friday,1998,6,12,,,,,,,,,,,,,,,
404,1998/6/15,109,1,0,9,Monday,1998,6,15,,,,,,,,,,,,,,,
405,1998/6/17,891,8,9,1,Wednesday,1998,6,17,,,,,,,,,,,,,,,
406,1998/6/19,222,2,2,2,Friday,1998,6,19,,,,,,,,,,,,,,,
407,1998/6/22,42,0,4,2,Monday,1998,6,22,,,,,,,,,,,,,,,
408,1998/6/24,237,2,3,7,Wednesday,1998,6,24,,,,,,,,,,,,,,,
409,1998/6/26,400,4,0,0,Friday,1998,6,26,,,,,,,,,,,,,,,
410,1998/6/29,866,8,6,6,Monday,1998,6,29,,,,,,,,,,,,,,,
411,1998/7/1,636,6,3,6,Wednesday,1998,7,1,,,,,,,,,,,,,,,
412,1998/7/3,514,5,1,4,Friday,1998,7,3,,,,,,,,,,,,,,,
413,1998/7/6,910,9,1,0,Monday,1998,7,6,,,,,,,,,,,,,,,
414,1998/7/8,737,7,3,7,Wednesday,1998,7,8,,,,,,,,,,,,,,,
415,1998/7/10,834,8,3,4,Friday,1998,7,10,,,,,,,,,,,,,,,
416,1998/7/13,1,0,0,1,Monday,1998,7,13,,,,,,,,,,,,,,,
417,1998/7/15,371,3,7,1,Wednesday,1998,7,15,,,,,,,,,,,,,,,
418,1998/7/17,429,4,2,9,Friday,1998,7,17,,,,,,,,,,,,,,,
419,1998/7/20,723,7,2,3,Monday,1998,7,20,,,,,,,,,,,,,,,
420,1998/7/22,427,4,2,7,Wednesday,1998,7,22,,,,,,,,,,,,,,,
421,1998/7/24,402,4,0,2,Friday,1998,7,24,,,,,,,,,,,,,,,
422,1998/7/27,495,4,9,5,Monday,1998,7,27,,,,,,,,,,,,,,,
423,1998/7/29,367,3,6,7,Wednesday,1998,7,29,,,,,,,,,,,,,,,
424,1998/7/31,43,0,4,3,Friday,1998,7,31,,,,,,,,,,,,,,,
425,1998/8/3,535,5,3,5,Monday,1998,8,3,,,,,,,,,,,,,,,
426,1998/8/5,618,6,1,8,Wednesday,1998,8,5,,,,,,,,,,,,,,,
427,1998/8/7,159,1,5,9,Friday,1998,8,7,,,,,,,,,,,,,,,
428,1998/8/10,512,5,1,2,Monday,1998,8,10,,,,,,,,,,,,,,,
429,1998/8/12,641,6,4,1,Wednesday,1998,8,12,,,,,,,,,,,,,,,
430,1998/8/14,652,6,5,2,Friday,1998,8,14,,,,,,,,,,,,,,,
431,1998/8/17,219,2,1,9,Monday,1998,8,17,,,,,,,,,,,,,,,
432,1998/8/19,163,1,6,3,Wednesday,1998,8,19,,,,,,,,,,,,,,,
433,1998/8/21,255,2,5,5,Friday,1998,8,21,,,,,,,,,,,,,,,
434,1998/8/24,698,6,9,8,Monday,1998,8,24,,,,,,,,,,,,,,,
435,1998/8/26,161,1,6,1,Wednesday,1998,8,26,,,,,,,,,,,,,,,
436,1998/8/28,244,2,4,4,Friday,1998,8,28,,,,,,,,,,,,,,,
437,1998/8/31,727,7,2,7,Monday,1998,8,31,,,,,,,,,,,,,,,
438,1998/9/2,235,2,3,5,Wednesday,1998,9,2,,,,,,,,,,,,,,,
439,1998/9/4,605,6,0,5,Friday,1998,9,4,,,,,,,,,,,,,,,
440,1998/9/7,520,5,2,0,Monday,1998,9,7,,,,,,,,,,,,,,,
441,1998/9/9,196,1,9,6,Wednesday,1998,9,9,,,,,,,,,,,,,,,
442,1998/9/11,174,1,7,4,Friday,1998,9,11,,,,,,,,,,,,,,,
443,1998/9/14,198,1,9,8,Monday,1998,9,14,,,,,,,,,,,,,,,
444,1998/9/16,107,1,0,7,Wednesday,1998,9,16,,,,,,,,,,,,,,,
445,1998/9/18,87,0,8,7,Friday,1998,9,18,,,,,,,,,,,,,,,
446,1998/9/21,531,5,3,1,Monday,1998,9,21,,,,,,,,,,,,,,,
447,1998/9/23,453,4,5,3,Wednesday,1998,9,23,,,,,,,,,,,,,,,
448,1998/9/25,785,7,8,5,Friday,1998,9,25,,,,,,,,,,,,,,,
449,1998/9/28,48,0,4,8,Monday,1998,9,28,,,,,,,,,,,,,,,
450,1998/9/30,33,0,3,3,Wednesday,1998,9,30,,,,,,,,,,,,,,,
451,1998/10/2,423,4,2,3,Friday,1998,10,2,,,,,,,,,,,,,,,
452,1998/10/5,666,6,6,6,Monday,1998,10,5,,,,,,,,,,,,,,,
453,1998/10/7,102,1,0,2,Wednesday,1998,10,7,,,,,,,,,,,,,,,
454,1998/10/9,713,7,1,3,Friday,1998,10,9,,,,,,,,,,,,,,,
455,1998/10/12,612,6,1,2,Monday,1998,10,12,,,,,,,,,,,,,,,
456,1998/10/14,887,8,8,7,Wednesday,1998,10,14,,,,,,,,,,,,,,,
457,1998/10/16,189,1,8,9,Friday,1998,10,16,,,,,,,,,,,,,,,
458,1998/10/19,383,3,8,3,Monday,1998,10,19,,,,,,,,,,,,,,,
459,1998/10/21,620,6,2,0,Wednesday,1998,10,21,,,,,,,,,,,,,,,
460,1998/10/23,150,1,5,0,Friday,1998,10,23,,,,,,,,,,,,,,,
461,1998/10/26,190,1,9,0,Monday,1998,10,26,,,,,,,,,,,,,,,
462,1998/10/28,292,2,9,2,Wednesday,1998,10,28,,,,,,,,,,,,,,,
463,1998/10/30,994,9,9,4,Friday,1998,10,30,,,,,,,,,,,,,,,
464,1998/11/2,86,0,8,6,Monday,1998,11,2,,,,,,,,,,,,,,,
465,1998/11/4,95,0,9,5,Wednesday,1998,11,4,,,,,,,,,,,,,,,
466,1998/11/6,256,2,5,6,Friday,1998,11,6,,,,,,,,,,,,,,,
467,1998/11/9,882,8,8,2,Monday,1998,11,9,,,,,,,,,,,,,,,
468,1998/11/11,687,6,8,7,Wednesday,1998,11,11,,,,,,,,,,,,,,,
469,1998/11/13,949,9,4,9,Friday,1998,11,13,,,,,,,,,,,,,,,
470,1998/11/16,577,5,7,7,Monday,1998,11,16,,,,,,,,,,,,,,,
471,1998/11/18,301,3,0,1,Wednesday,1998,11,18,,,,,,,,,,,,,,,
472,1998/11/20,616,6,1,6,Friday,1998,11,20,,,,,,,,,,,,,,,
473,1998/11/23,407,4,0,7,Monday,1998,11,23,,,,,,,,,,,,,,,
474,1998/11/25,41,0,4,1,Wednesday,1998,11,25,,,,,,,,,,,,,,,
475,1998/11/27,583,5,8,3,Friday,1998,11,27,,,,,,,,,,,,,,,
476,1998/11/30,111,1,1,1,Monday,1998,11,30,,,,,,,,,,,,,,,
477,1998/12/2,498,4,9,8,Wednesday,1998,12,2,,,,,,,,,,,,,,,
478,1998/12/4,277,2,7,7,Friday,1998,12,4,,,,,,,,,,,,,,,
479,1998/12/7,962,9,6,2,Monday,1998,12,7,,,,,,,,,,,,,,,
480,1998/12/9,335,3,3,5,Wednesday,1998,12,9,,,,,,,,,,,,,,,
481,1998/12/11,550,5,5,0,Friday,1998,12,11,,,,,,,,,,,,,,,
482,1998/12/14,818,8,1,8,Monday,1998,12,14,,,,,,,,,,,,,,,
483,1998/12/16,75,0,7,5,Wednesday,1998,12,16,,,,,,,,,,,,,,,
484,1998/12/18,899,8,9,9,Friday,1998,12,18,,,,,,,,,,,,,,,
485,1998/12/21,485,4,8,5,Monday,1998,12,21,,,,,,,,,,,,,,,
486,1998/12/23,932,9,3,2,Wednesday,1998,12,23,,,,,,,,,,,,,,,
487,1998/12/25,856,8,5,6,Friday,1998,12,25,,,,,,,,,,,,,,,
488,1998/12/28,115,1,1,5,Monday,1998,12,28,,,,,,,,,,,,,,,
489,1998/12/30,618,6,1,8,Wednesday,1998,12,30,,,,,,,,,,,,,,,
490,1999/1/4,634,6,3,4,Monday,1999,1,4,,,,,,,,,,,,,,,
491,1999/1/6,995,9,9,5,Wednesday,1999,1,6,,,,,,,,,,,,,,,
492,1999/1/8,931,9,3,1,Friday,1999,1,8,,,,,,,,,,,,,,,
493,1999/1/11,385,3,8,5,Monday,1999,1,11,,,,,,,,,,,,,,,
494,1999/1/13,153,1,5,3,Wednesday,1999,1,13,,,,,,,,,,,,,,,
495,1999/1/15,827,8,2,7,Friday,1999,1,15,,,,,,,,,,,,,,,
496,1999/1/18,28,0,2,8,Monday,1999,1,18,,,,,,,,,,,,,,,
497,1999/1/20,595,5,9,5,Wednesday,1999,1,20,,,,,,,,,,,,,,,
498,1999/1/22,211,2,1,1,Friday,1999,1,22,,,,,,,,,,,,,,,
499,1999/1/25,12,0,1,2,Monday,1999,1,25,,,,,,,,,,,,,,,
500,1999/1/27,679,6,7,9,Wednesday,1999,1,27,,,,,,,,,,,,,,,
501,1999/1/29,640,6,4,0,Friday,1999,1,29,,,,,,,,,,,,,,,
502,1999/2/1,929,9,2,9,Monday,1999,2,1,,,,,,,,,,,,,,,
503,1999/2/3,782,7,8,2,Wednesday,1999,2,3,,,,,,,,,,,,,,,
504,1999/2/5,947,9,4,7,Friday,1999,2,5,,,,,,,,,,,,,,,
505,1999/2/8,480,4,8,0,Monday,1999,2,8,,,,,,,,,,,,,,,
506,1999/2/10,993,9,9,3,Wednesday,1999,2,10,,,,,,,,,,,,,,,
507,1999/2/12,172,1,7,2,Friday,1999,2,12,,,,,,,,,,,,,,,
508,1999/2/15,295,2,9,5,Monday,1999,2,15,,,,,,,,,,,,,,,
509,1999/2/17,831,8,3,1,Wednesday,1999,2,17,,,,,,,,,,,,,,,
510,1999/2/19,253,2,5,3,Friday,1999,2,19,,,,,,,,,,,,,,,
511,1999/2/22,914,9,1,4,Monday,1999,2,22,,,,,,,,,,,,,,,
512,1999/2/24,947,9,4,7,Wednesday,1999,2,24,,,,,,,,,,,,,,,
513,1999/2/26,900,9,0,0,Friday,1999,2,26,,,,,,,,,,,,,,,
514,1999/3/1,122,1,2,2,Monday,1999,3,1,,,,,,,,,,,,,,,
515,1999/3/3,286,2,8,6,Wednesday,1999,3,3,,,,,,,,,,,,,,,
516,1999/3/5,583,5,8,3,Friday,1999,3,5,,,,,,,,,,,,,,,
517,1999/3/8,287,2,8,7,Monday,1999,3,8,,,,,,,,,,,,,,,
518,1999/3/10,402,4,0,2,Wednesday,1999,3,10,,,,,,,,,,,,,,,
519,1999/3/12,658,6,5,8,Friday,1999,3,12,,,,,,,,,,,,,,,
520,1999/3/15,493,4,9,3,Monday,1999,3,15,,,,,,,,,,,,,,,
521,1999/3/17,535,5,3,5,Wednesday,1999,3,17,,,,,,,,,,,,,,,
522,1999/3/19,73,0,7,3,Friday,1999,3,19,,,,,,,,,,,,,,,
523,1999/3/22,532,5,3,2,Monday,1999,3,22,,,,,,,,,,,,,,,
524,1999/3/24,36,0,3,6,Wednesday,1999,3,24,,,,,,,,,,,,,,,
525,1999/3/26,919,9,1,9,Friday,1999,3,26,,,,,,,,,,,,,,,
526,1999/3/29,357,3,5,7,Monday,1999,3,29,,,,,,,,,,,,,,,
527,1999/3/31,593,5,9,3,Wednesday,1999,3,31,,,,,,,,,,,,,,,
528,1999/4/2,743,7,4,3,Friday,1999,4,2,,,,,,,,,,,,,,,
529,1999/4/5,413,4,1,3,Monday,1999,4,5,,,,,,,,,,,,,,,
530,1999/4/7,719,7,1,9,Wednesday,1999,4,7,,,,,,,,,,,,,,,
531,1999/4/9,835,8,3,5,Friday,1999,4,9,,,,,,,,,,,,,,,
532,1999/4/12,277,2,7,7,Monday,1999,4,12,,,,,,,,,,,,,,,
533,1999/4/14,200,2,0,0,Wednesday,1999,4,14,,,,,,,,,,,,,,,
534,1999/4/16,432,4,3,2,Friday,1999,4,16,,,,,,,,,,,,,,,
535,1999/4/19,205,2,0,5,Monday,1999,4,19,,,,,,,,,,,,,,,
536,1999/4/21,951,9,5,1,Wednesday,1999,4,21,,,,,,,,,,,,,,,
537,1999/4/23,998,9,9,8,Friday,1999,4,23,,,,,,,,,,,,,,,
538,1999/4/26,628,6,2,8,Monday,1999,4,26,,,,,,,,,,,,,,,
539,1999/4/28,435,4,3,5,Wednesday,1999,4,28,,,,,,,,,,,,,,,
540,1999/4/30,154,1,5,4,Friday,1999,4,30,,,,,,,,,,,,,,,
541,1999/5/3,33,0,3,3,Monday,1999,5,3,,,,,,,,,,,,,,,
542,1999/5/5,614,6,1,4,Wednesday,1999,5,5,,,,,,,,,,,,,,,
543,1999/5/7,362,3,6,2,Friday,1999,5,7,,,,,,,,,,,,,,,
544,1999/5/10,269,2,6,9,Monday,1999,5,10,,,,,,,,,,,,,,,
545,1999/5/12,838,8,3,8,Wednesday,1999,5,12,,,,,,,,,,,,,,,
546,1999/5/14,98,0,9,8,Friday,1999,5,14,,,,,,,,,,,,,,,
547,1999/5/17,806,8,0,6,Monday,1999,5,17,,,,,,,,,,,,,,,
548,1999/5/19,411,4,1,1,Wednesday,1999,5,19,,,,,,,,,,,,,,,
549,1999/5/21,450,4,5,0,Friday,1999,5,21,,,,,,,,,,,,,,,
550,1999/5/24,666,6,6,6,Monday,1999,5,24,,,,,,,,,,,,,,,
551,1999/5/26,300,3,0,0,Wednesday,1999,5,26,,,,,,,,,,,,,,,
552,1999/5/28,993,9,9,3,Friday,1999,5,28,,,,,,,,,,,,,,,
553,1999/5/31,19,0,1,9,Monday,1999,5,31,,,,,,,,,,,,,,,
554,1999/6/2,355,3,5,5,Wednesday,1999,6,2,,,,,,,,,,,,,,,
555,1999/6/4,602,6,0,2,Friday,1999,6,4,,,,,,,,,,,,,,,
556,1999/6/7,331,3,3,1,Monday,1999,6,7,,,,,,,,,,,,,,,
557,1999/6/9,443,4,4,3,Wednesday,1999,6,9,,,,,,,,,,,,,,,
558,1999/6/11,666,6,6,6,Friday,1999,6,11,,,,,,,,,,,,,,,
559,1999/6/14,297,2,9,7,Monday,1999,6,14,,,,,,,,,,,,,,,
560,1999/6/16,57,0,5,7,Wednesday,1999,6,16,,,,,,,,,,,,,,,
561,1999/6/18,190,1,9,0,Friday,1999,6,18,,,,,,,,,,,,,,,
562,1999/6/21,382,3,8,2,Monday,1999,6,21,,,,,,,,,,,,,,,
563,1999/6/23,80,0,8,0,Wednesday,1999,6,23,,,,,,,,,,,,,,,
564,1999/6/25,732,7,3,2,Friday,1999,6,25,,,,,,,,,,,,,,,
565,1999/6/28,982,9,8,2,Monday,1999,6,28,,,,,,,,,,,,,,,
566,1999/6/30,906,9,0,6,Wednesday,1999,6,30,,,,,,,,,,,,,,,
567,1999/7/2,433,4,3,3,Friday,1999,7,2,,,,,,,,,,,,,,,
568,1999/7/5,953,9,5,3,Monday,1999,7,5,,,,,,,,,,,,,,,
569,1999/7/7,49,0,4,9,Wednesday,1999,7,7,,,,,,,,,,,,,,,
570,1999/7/9,587,5,8,7,Friday,1999,7,9,,,,,,,,,,,,,,,
571,1999/7/12,798,7,9,8,Monday,1999,7,12,,,,,,,,,,,,,,,
572,1999/7/14,731,7,3,1,Wednesday,1999,7,14,,,,,,,,,,,,,,,
573,1999/7/16,597,5,9,7,Friday,1999,7,16,,,,,,,,,,,,,,,
574,1999/7/19,910,9,1,0,Monday,1999,7,19,,,,,,,,,,,,,,,
575,1999/7/21,939,9,3,9,Wednesday,1999,7,21,,,,,,,,,,,,,,,
576,1999/7/23,487,4,8,7,Friday,1999,7,23,,,,,,,,,,,,,,,
577,1999/7/26,228,2,2,8,Monday,1999,7,26,,,,,,,,,,,,,,,
578,1999/7/28,398,3,9,8,Wednesday,1999,7,28,,,,,,,,,,,,,,,
579,1999/7/30,588,5,8,8,Friday,1999,7,30,,,,,,,,,,,,,,,
580,1999/8/2,385,3,8,5,Monday,1999,8,2,,,,,,,,,,,,,,,
581,1999/8/4,160,1,6,0,Wednesday,1999,8,4,,,,,,,,,,,,,,,
582,1999/8/6,315,3,1,5,Friday,1999,8,6,,,,,,,,,,,,,,,
583,1999/8/9,850,8,5,0,Monday,1999,8,9,,,,,,,,,,,,,,,
584,1999/8/11,85,0,8,5,Wednesday,1999,8,11,,,,,,,,,,,,,,,
585,1999/8/13,365,3,6,5,Friday,1999,8,13,,,,,,,,,,,,,,,
586,1999/8/16,207,2,0,7,Monday,1999,8,16,,,,,,,,,,,,,,,
587,1999/8/18,569,5,6,9,Wednesday,1999,8,18,,,,,,,,,,,,,,,
588,1999/8/20,652,6,5,2,Friday,1999,8,20,,,,,,,,,,,,,,,
589,1999/8/23,485,4,8,5,Monday,1999,8,23,,,,,,,,,,,,,,,
590,1999/8/25,947,9,4,7,Wednesday,1999,8,25,,,,,,,,,,,,,,,
591,1999/8/27,46,0,4,6,Friday,1999,8,27,,,,,,,,,,,,,,,
592,1999/8/30,36,0,3,6,Monday,1999,8,30,,,,,,,,,,,,,,,
593,1999/9/1,829,8,2,9,Wednesday,1999,9,1,,,,,,,,,,,,,,,
594,1999/9/3,130,1,3,0,Friday,1999,9,3,,,,,,,,,,,,,,,
595,1999/9/6,162,1,6,2,Monday,1999,9,6,,,,,,,,,,,,,,,
596,1999/9/8,193,1,9,3,Wednesday,1999,9,8,,,,,,,,,,,,,,,
597,1999/9/10,429,4,2,9,Friday,1999,9,10,,,,,,,,,,,,,,,
598,1999/9/13,306,3,0,6,Monday,1999,9,13,,,,,,,,,,,,,,,
599,1999/9/15,554,5,5,4,Wednesday,1999,9,15,,,,,,,,,,,,,,,
600,1999/9/17,752,7,5,2,Friday,1999,9,17,,,,,,,,,,,,,,,
601,1999/9/20,421,4,2,1,Monday,1999,9,20,,,,,,,,,,,,,,,
602,1999/9/22,979,9,7,9,Wednesday,1999,9,22,,,,,,,,,,,,,,,
603,1999/9/24,699,6,9,9,Friday,1999,9,24,,,,,,,,,,,,,,,
604,1999/9/27,939,9,3,9,Monday,1999,9,27,,,,,,,,,,,,,,,
605,1999/9/29,30,0,3,0,Wednesday,1999,9,29,,,,,,,,,,,,,,,
606,1999/10/1,638,6,3,8,Friday,1999,10,1,,,,,,,,,,,,,,,
607,1999/10/4,405,4,0,5,Monday,1999,10,4,,,,,,,,,,,,,,,
608,1999/10/6,964,9,6,4,Wednesday,1999,10,6,,,,,,,,,,,,,,,
609,1999/10/8,178,1,7,8,Friday,1999,10,8,,,,,,,,,,,,,,,
610,1999/10/11,337,3,3,7,Monday,1999,10,11,,,,,,,,,,,,,,,
611,1999/10/13,801,8,0,1,Wednesday,1999,10,13,,,,,,,,,,,,,,,
612,1999/10/15,730,7,3,0,Friday,1999,10,15,,,,,,,,,,,,,,,
613,1999/10/18,591,5,9,1,Monday,1999,10,18,,,,,,,,,,,,,,,
614,1999/10/20,369,3,6,9,Wednesday,1999,10,20,,,,,,,,,,,,,,,
615,1999/10/22,142,1,4,2,Friday,1999,10,22,,,,,,,,,,,,,,,
616,1999/10/25,475,4,7,5,Monday,1999,10,25,,,,,,,,,,,,,,,
617,1999/10/27,92,0,9,2,Wednesday,1999,10,27,,,,,,,,,,,,,,,
618,1999/10/29,279,2,7,9,Friday,1999,10,29,,,,,,,,,,,,,,,
619,1999/11/1,567,5,6,7,Monday,1999,11,1,,,,,,,,,,,,,,,
620,1999/11/3,866,8,6,6,Wednesday,1999,11,3,,,,,,,,,,,,,,,
621,1999/11/5,44,0,4,4,Friday,1999,11,5,,,,,,,,,,,,,,,
622,1999/11/8,639,6,3,9,Monday,1999,11,8,,,,,,,,,,,,,,,
623,1999/11/10,308,3,0,8,Wednesday,1999,11,10,,,,,,,,,,,,,,,
624,1999/11/12,675,6,7,5,Friday,1999,11,12,,,,,,,,,,,,,,,
625,1999/11/15,546,5,4,6,Monday,1999,11,15,,,,,,,,,,,,,,,
626,1999/11/17,588,5,8,8,Wednesday,1999,11,17,,,,,,,,,,,,,,,
627,1999/11/19,472,4,7,2,Friday,1999,11,19,,,,,,,,,,,,,,,
628,1999/11/22,201,2,0,1,Monday,1999,11,22,,,,,,,,,,,,,,,
629,1999/11/24,118,1,1,8,Wednesday,1999,11,24,,,,,,,,,,,,,,,
630,1999/11/26,223,2,2,3,Friday,1999,11,26,,,,,,,,,,,,,,,
631,1999/11/29,194,1,9,4,Monday,1999,11,29,,,,,,,,,,,,,,,
632,1999/12/1,182,1,8,2,Wednesday,1999,12,1,,,,,,,,,,,,,,,
633,1999/12/3,446,4,4,6,Friday,1999,12,3,,,,,,,,,,,,,,,
634,1999/12/6,382,3,8,2,Monday,1999,12,6,,,,,,,,,,,,,,,
635,1999/12/8,669,6,6,9,Wednesday,1999,12,8,,,,,,,,,,,,,,,
