id,issue number,date,number,place1,place2,place3,day of week
413,‘æ0413‰ñ,1998/7/6,910,9,1,0,Monday
414,‘æ0414‰ñ,1998/7/8,737,7,3,7,Wednesday
415,‘æ0415‰ñ,1998/7/10,834,8,3,4,Friday
416,‘æ0416‰ñ,1998/7/13,1,0,0,1,Monday
417,‘æ0417‰ñ,1998/7/15,371,3,7,1,Wednesday
418,‘æ0418‰ñ,1998/7/17,429,4,2,9,Friday
419,‘æ0419‰ñ,1998/7/20,723,7,2,3,Monday
420,‘æ0420‰ñ,1998/7/22,427,4,2,7,Wednesday
421,‘æ0421‰ñ,1998/7/24,402,4,0,2,Friday
422,‘æ0422‰ñ,1998/7/27,495,4,9,5,Monday
423,‘æ0423‰ñ,1998/7/29,367,3,6,7,Wednesday
424,‘æ0424‰ñ,1998/7/31,43,0,4,3,Friday
425,‘æ0425‰ñ,1998/8/3,535,5,3,5,Monday
426,‘æ0426‰ñ,1998/8/5,618,6,1,8,Wednesday
427,‘æ0427‰ñ,1998/8/7,159,1,5,9,Friday
428,‘æ0428‰ñ,1998/8/10,512,5,1,2,Monday
429,‘æ0429‰ñ,1998/8/12,641,6,4,1,Wednesday
430,‘æ0430‰ñ,1998/8/14,652,6,5,2,Friday
431,‘æ0431‰ñ,1998/8/17,219,2,1,9,Monday
432,‘æ0432‰ñ,1998/8/19,163,1,6,3,Wednesday
433,‘æ0433‰ñ,1998/8/21,255,2,5,5,Friday
434,‘æ0434‰ñ,1998/8/24,698,6,9,8,Monday
435,‘æ0435‰ñ,1998/8/26,161,1,6,1,Wednesday
436,‘æ0436‰ñ,1998/8/28,244,2,4,4,Friday
437,‘æ0437‰ñ,1998/8/31,727,7,2,7,Monday
438,‘æ0438‰ñ,1998/9/2,235,2,3,5,Wednesday
439,‘æ0439‰ñ,1998/9/4,605,6,0,5,Friday
440,‘æ0440‰ñ,1998/9/7,520,5,2,0,Monday
441,‘æ0441‰ñ,1998/9/9,196,1,9,6,Wednesday
442,‘æ0442‰ñ,1998/9/11,174,1,7,4,Friday
443,‘æ0443‰ñ,1998/9/14,198,1,9,8,Monday
444,‘æ0444‰ñ,1998/9/16,107,1,0,7,Wednesday
445,‘æ0445‰ñ,1998/9/18,87,0,8,7,Friday
446,‘æ0446‰ñ,1998/9/21,531,5,3,1,Monday
447,‘æ0447‰ñ,1998/9/23,453,4,5,3,Wednesday
448,‘æ0448‰ñ,1998/9/25,785,7,8,5,Friday
449,‘æ0449‰ñ,1998/9/28,48,0,4,8,Monday
450,‘æ0450‰ñ,1998/9/30,33,0,3,3,Wednesday
451,‘æ0451‰ñ,1998/10/2,423,4,2,3,Friday
452,‘æ0452‰ñ,1998/10/5,666,6,6,6,Monday
453,‘æ0453‰ñ,1998/10/7,102,1,0,2,Wednesday
454,‘æ0454‰ñ,1998/10/9,713,7,1,3,Friday
455,‘æ0455‰ñ,1998/10/12,612,6,1,2,Monday
456,‘æ0456‰ñ,1998/10/14,887,8,8,7,Wednesday
457,‘æ0457‰ñ,1998/10/16,189,1,8,9,Friday
458,‘æ0458‰ñ,1998/10/19,383,3,8,3,Monday
459,‘æ0459‰ñ,1998/10/21,620,6,2,0,Wednesday
460,‘æ0460‰ñ,1998/10/23,150,1,5,0,Friday
461,‘æ0461‰ñ,1998/10/26,190,1,9,0,Monday
462,‘æ0462‰ñ,1998/10/28,292,2,9,2,Wednesday
463,‘æ0463‰ñ,1998/10/30,994,9,9,4,Friday
464,‘æ0464‰ñ,1998/11/2,86,0,8,6,Monday
465,‘æ0465‰ñ,1998/11/4,95,0,9,5,Wednesday
466,‘æ0466‰ñ,1998/11/6,256,2,5,6,Friday
467,‘æ0467‰ñ,1998/11/9,882,8,8,2,Monday
468,‘æ0468‰ñ,1998/11/11,687,6,8,7,Wednesday
469,‘æ0469‰ñ,1998/11/13,949,9,4,9,Friday
470,‘æ0470‰ñ,1998/11/16,577,5,7,7,Monday
471,‘æ0471‰ñ,1998/11/18,301,3,0,1,Wednesday
472,‘æ0472‰ñ,1998/11/20,616,6,1,6,Friday
473,‘æ0473‰ñ,1998/11/23,407,4,0,7,Monday
474,‘æ0474‰ñ,1998/11/25,41,0,4,1,Wednesday
475,‘æ0475‰ñ,1998/11/27,583,5,8,3,Friday
476,‘æ0476‰ñ,1998/11/30,111,1,1,1,Monday
477,‘æ0477‰ñ,1998/12/2,498,4,9,8,Wednesday
478,‘æ0478‰ñ,1998/12/4,277,2,7,7,Friday
479,‘æ0479‰ñ,1998/12/7,962,9,6,2,Monday
480,‘æ0480‰ñ,1998/12/9,335,3,3,5,Wednesday
481,‘æ0481‰ñ,1998/12/11,550,5,5,0,Friday
482,‘æ0482‰ñ,1998/12/14,818,8,1,8,Monday
483,‘æ0483‰ñ,1998/12/16,75,0,7,5,Wednesday
484,‘æ0484‰ñ,1998/12/18,899,8,9,9,Friday
485,‘æ0485‰ñ,1998/12/21,485,4,8,5,Monday
486,‘æ0486‰ñ,1998/12/23,932,9,3,2,Wednesday
487,‘æ0487‰ñ,1998/12/25,856,8,5,6,Friday
488,‘æ0488‰ñ,1998/12/28,115,1,1,5,Monday
489,‘æ0489‰ñ,1998/12/30,618,6,1,8,Wednesday
490,‘æ0490‰ñ,1999/1/4,634,6,3,4,Monday
491,‘æ0491‰ñ,1999/1/6,995,9,9,5,Wednesday
492,‘æ0492‰ñ,1999/1/8,931,9,3,1,Friday
493,‘æ0493‰ñ,1999/1/11,385,3,8,5,Monday
494,‘æ0494‰ñ,1999/1/13,153,1,5,3,Wednesday
495,‘æ0495‰ñ,1999/1/15,827,8,2,7,Friday
496,‘æ0496‰ñ,1999/1/18,28,0,2,8,Monday
497,‘æ0497‰ñ,1999/1/20,595,5,9,5,Wednesday
498,‘æ0498‰ñ,1999/1/22,211,2,1,1,Friday
499,‘æ0499‰ñ,1999/1/25,12,0,1,2,Monday
500,‘æ0500‰ñ,1999/1/27,679,6,7,9,Wednesday
501,‘æ0501‰ñ,1999/1/29,640,6,4,0,Friday
502,‘æ0502‰ñ,1999/2/1,929,9,2,9,Monday
503,‘æ0503‰ñ,1999/2/3,782,7,8,2,Wednesday
504,‘æ0504‰ñ,1999/2/5,947,9,4,7,Friday
505,‘æ0505‰ñ,1999/2/8,480,4,8,0,Monday
506,‘æ0506‰ñ,1999/2/10,993,9,9,3,Wednesday
507,‘æ0507‰ñ,1999/2/12,172,1,7,2,Friday
508,‘æ0508‰ñ,1999/2/15,295,2,9,5,Monday
509,‘æ0509‰ñ,1999/2/17,831,8,3,1,Wednesday
510,‘æ0510‰ñ,1999/2/19,253,2,5,3,Friday
511,‘æ0511‰ñ,1999/2/22,914,9,1,4,Monday
512,‘æ0512‰ñ,1999/2/24,947,9,4,7,Wednesday
513,‘æ0513‰ñ,1999/2/26,900,9,0,0,Friday
514,‘æ0514‰ñ,1999/3/1,122,1,2,2,Monday
515,‘æ0515‰ñ,1999/3/3,286,2,8,6,Wednesday
516,‘æ0516‰ñ,1999/3/5,583,5,8,3,Friday
517,‘æ0517‰ñ,1999/3/8,287,2,8,7,Monday
518,‘æ0518‰ñ,1999/3/10,402,4,0,2,Wednesday
519,‘æ0519‰ñ,1999/3/12,658,6,5,8,Friday
520,‘æ0520‰ñ,1999/3/15,493,4,9,3,Monday
521,‘æ0521‰ñ,1999/3/17,535,5,3,5,Wednesday
522,‘æ0522‰ñ,1999/3/19,73,0,7,3,Friday
523,‘æ0523‰ñ,1999/3/22,532,5,3,2,Monday
524,‘æ0524‰ñ,1999/3/24,36,0,3,6,Wednesday
525,‘æ0525‰ñ,1999/3/26,919,9,1,9,Friday
526,‘æ0526‰ñ,1999/3/29,357,3,5,7,Monday
527,‘æ0527‰ñ,1999/3/31,593,5,9,3,Wednesday
528,‘æ0528‰ñ,1999/4/2,743,7,4,3,Friday
529,‘æ0529‰ñ,1999/4/5,413,4,1,3,Monday
530,‘æ0530‰ñ,1999/4/7,719,7,1,9,Wednesday
531,‘æ0531‰ñ,1999/4/9,835,8,3,5,Friday
532,‘æ0532‰ñ,1999/4/12,277,2,7,7,Monday
533,‘æ0533‰ñ,1999/4/14,200,2,0,0,Wednesday
534,‘æ0534‰ñ,1999/4/16,432,4,3,2,Friday
535,‘æ0535‰ñ,1999/4/19,205,2,0,5,Monday
536,‘æ0536‰ñ,1999/4/21,951,9,5,1,Wednesday
537,‘æ0537‰ñ,1999/4/23,998,9,9,8,Friday
538,‘æ0538‰ñ,1999/4/26,628,6,2,8,Monday
539,‘æ0539‰ñ,1999/4/28,435,4,3,5,Wednesday
540,‘æ0540‰ñ,1999/4/30,154,1,5,4,Friday
541,‘æ0541‰ñ,1999/5/3,33,0,3,3,Monday
542,‘æ0542‰ñ,1999/5/5,614,6,1,4,Wednesday
543,‘æ0543‰ñ,1999/5/7,362,3,6,2,Friday
544,‘æ0544‰ñ,1999/5/10,269,2,6,9,Monday
545,‘æ0545‰ñ,1999/5/12,838,8,3,8,Wednesday
546,‘æ0546‰ñ,1999/5/14,98,0,9,8,Friday
547,‘æ0547‰ñ,1999/5/17,806,8,0,6,Monday
548,‘æ0548‰ñ,1999/5/19,411,4,1,1,Wednesday
549,‘æ0549‰ñ,1999/5/21,450,4,5,0,Friday
550,‘æ0550‰ñ,1999/5/24,666,6,6,6,Monday
551,‘æ0551‰ñ,1999/5/26,300,3,0,0,Wednesday
552,‘æ0552‰ñ,1999/5/28,993,9,9,3,Friday
553,‘æ0553‰ñ,1999/5/31,19,0,1,9,Monday
554,‘æ0554‰ñ,1999/6/2,355,3,5,5,Wednesday
555,‘æ0555‰ñ,1999/6/4,602,6,0,2,Friday
556,‘æ0556‰ñ,1999/6/7,331,3,3,1,Monday
557,‘æ0557‰ñ,1999/6/9,443,4,4,3,Wednesday
558,‘æ0558‰ñ,1999/6/11,666,6,6,6,Friday
559,‘æ0559‰ñ,1999/6/14,297,2,9,7,Monday
560,‘æ0560‰ñ,1999/6/16,57,0,5,7,Wednesday
561,‘æ0561‰ñ,1999/6/18,190,1,9,0,Friday
562,‘æ0562‰ñ,1999/6/21,382,3,8,2,Monday
563,‘æ0563‰ñ,1999/6/23,80,0,8,0,Wednesday
564,‘æ0564‰ñ,1999/6/25,732,7,3,2,Friday
565,‘æ0565‰ñ,1999/6/28,982,9,8,2,Monday
566,‘æ0566‰ñ,1999/6/30,906,9,0,6,Wednesday
567,‘æ0567‰ñ,1999/7/2,433,4,3,3,Friday
568,‘æ0568‰ñ,1999/7/5,953,9,5,3,Monday
569,‘æ0569‰ñ,1999/7/7,49,0,4,9,Wednesday
570,‘æ0570‰ñ,1999/7/9,587,5,8,7,Friday
571,‘æ0571‰ñ,1999/7/12,798,7,9,8,Monday
572,‘æ0572‰ñ,1999/7/14,731,7,3,1,Wednesday
573,‘æ0573‰ñ,1999/7/16,597,5,9,7,Friday
574,‘æ0574‰ñ,1999/7/19,910,9,1,0,Monday
575,‘æ0575‰ñ,1999/7/21,939,9,3,9,Wednesday
576,‘æ0576‰ñ,1999/7/23,487,4,8,7,Friday
577,‘æ0577‰ñ,1999/7/26,228,2,2,8,Monday
578,‘æ0578‰ñ,1999/7/28,398,3,9,8,Wednesday
579,‘æ0579‰ñ,1999/7/30,588,5,8,8,Friday
580,‘æ0580‰ñ,1999/8/2,385,3,8,5,Monday
581,‘æ0581‰ñ,1999/8/4,160,1,6,0,Wednesday
582,‘æ0582‰ñ,1999/8/6,315,3,1,5,Friday
583,‘æ0583‰ñ,1999/8/9,850,8,5,0,Monday
584,‘æ0584‰ñ,1999/8/11,85,0,8,5,Wednesday
585,‘æ0585‰ñ,1999/8/13,365,3,6,5,Friday
586,‘æ0586‰ñ,1999/8/16,207,2,0,7,Monday
587,‘æ0587‰ñ,1999/8/18,569,5,6,9,Wednesday
588,‘æ0588‰ñ,1999/8/20,652,6,5,2,Friday
589,‘æ0589‰ñ,1999/8/23,485,4,8,5,Monday
590,‘æ0590‰ñ,1999/8/25,947,9,4,7,Wednesday
591,‘æ0591‰ñ,1999/8/27,46,0,4,6,Friday
592,‘æ0592‰ñ,1999/8/30,36,0,3,6,Monday
593,‘æ0593‰ñ,1999/9/1,829,8,2,9,Wednesday
594,‘æ0594‰ñ,1999/9/3,130,1,3,0,Friday
595,‘æ0595‰ñ,1999/9/6,162,1,6,2,Monday
596,‘æ0596‰ñ,1999/9/8,193,1,9,3,Wednesday
597,‘æ0597‰ñ,1999/9/10,429,4,2,9,Friday
598,‘æ0598‰ñ,1999/9/13,306,3,0,6,Monday
599,‘æ0599‰ñ,1999/9/15,554,5,5,4,Wednesday
600,‘æ0600‰ñ,1999/9/17,752,7,5,2,Friday
601,‘æ0601‰ñ,1999/9/20,421,4,2,1,Monday
602,‘æ0602‰ñ,1999/9/22,979,9,7,9,Wednesday
603,‘æ0603‰ñ,1999/9/24,699,6,9,9,Friday
604,‘æ0604‰ñ,1999/9/27,939,9,3,9,Monday
605,‘æ0605‰ñ,1999/9/29,30,0,3,0,Wednesday
606,‘æ0606‰ñ,1999/10/1,638,6,3,8,Friday
607,‘æ0607‰ñ,1999/10/4,405,4,0,5,Monday
608,‘æ0608‰ñ,1999/10/6,964,9,6,4,Wednesday
609,‘æ0609‰ñ,1999/10/8,178,1,7,8,Friday
610,‘æ0610‰ñ,1999/10/11,337,3,3,7,Monday
611,‘æ0611‰ñ,1999/10/13,801,8,0,1,Wednesday
612,‘æ0612‰ñ,1999/10/15,730,7,3,0,Friday
613,‘æ0613‰ñ,1999/10/18,591,5,9,1,Monday
614,‘æ0614‰ñ,1999/10/20,369,3,6,9,Wednesday
615,‘æ0615‰ñ,1999/10/22,142,1,4,2,Friday
616,‘æ0616‰ñ,1999/10/25,475,4,7,5,Monday
617,‘æ0617‰ñ,1999/10/27,92,0,9,2,Wednesday
618,‘æ0618‰ñ,1999/10/29,279,2,7,9,Friday
619,‘æ0619‰ñ,1999/11/1,567,5,6,7,Monday
620,‘æ0620‰ñ,1999/11/3,866,8,6,6,Wednesday
621,‘æ0621‰ñ,1999/11/5,44,0,4,4,Friday
622,‘æ0622‰ñ,1999/11/8,639,6,3,9,Monday
623,‘æ0623‰ñ,1999/11/10,308,3,0,8,Wednesday
624,‘æ0624‰ñ,1999/11/12,675,6,7,5,Friday
625,‘æ0625‰ñ,1999/11/15,546,5,4,6,Monday
626,‘æ0626‰ñ,1999/11/17,588,5,8,8,Wednesday
627,‘æ0627‰ñ,1999/11/19,472,4,7,2,Friday
628,‘æ0628‰ñ,1999/11/22,201,2,0,1,Monday
629,‘æ0629‰ñ,1999/11/24,118,1,1,8,Wednesday
630,‘æ0630‰ñ,1999/11/26,223,2,2,3,Friday
631,‘æ0631‰ñ,1999/11/29,194,1,9,4,Monday
632,‘æ0632‰ñ,1999/12/1,182,1,8,2,Wednesday
633,‘æ0633‰ñ,1999/12/3,446,4,4,6,Friday
634,‘æ0634‰ñ,1999/12/6,382,3,8,2,Monday
635,‘æ0635‰ñ,1999/12/8,669,6,6,9,Wednesday
636,‘æ0636‰ñ,1999/12/10,403,4,0,3,Friday
637,‘æ0637‰ñ,1999/12/13,633,6,3,3,Monday
638,‘æ0638‰ñ,1999/12/15,951,9,5,1,Wednesday
639,‘æ0639‰ñ,1999/12/17,783,7,8,3,Friday
640,‘æ0640‰ñ,1999/12/20,908,9,0,8,Monday
641,‘æ0641‰ñ,1999/12/22,636,6,3,6,Wednesday
642,‘æ0642‰ñ,1999/12/24,433,4,3,3,Friday
643,‘æ0643‰ñ,1999/12/27,364,3,6,4,Monday
644,‘æ0644‰ñ,1999/12/29,949,9,4,9,Wednesday
645,‘æ0645‰ñ,2000/1/5,584,5,8,4,Wednesday
646,‘æ0646‰ñ,2000/1/7,732,7,3,2,Friday
647,‘æ0647‰ñ,2000/1/10,175,1,7,5,Monday
648,‘æ0648‰ñ,2000/1/12,44,0,4,4,Wednesday
649,‘æ0649‰ñ,2000/1/14,282,2,8,2,Friday
650,‘æ0650‰ñ,2000/1/17,969,9,6,9,Monday
651,‘æ0651‰ñ,2000/1/19,345,3,4,5,Wednesday
652,‘æ0652‰ñ,2000/1/21,258,2,5,8,Friday
653,‘æ0653‰ñ,2000/1/24,37,0,3,7,Monday
654,‘æ0654‰ñ,2000/1/26,507,5,0,7,Wednesday
655,‘æ0655‰ñ,2000/1/28,798,7,9,8,Friday
656,‘æ0656‰ñ,2000/1/31,28,0,2,8,Monday
657,‘æ0657‰ñ,2000/2/2,959,9,5,9,Wednesday
658,‘æ0658‰ñ,2000/2/4,553,5,5,3,Friday
659,‘æ0659‰ñ,2000/2/7,649,6,4,9,Monday
660,‘æ0660‰ñ,2000/2/9,875,8,7,5,Wednesday
661,‘æ0661‰ñ,2000/2/11,81,0,8,1,Friday
662,‘æ0662‰ñ,2000/2/14,646,6,4,6,Monday
663,‘æ0663‰ñ,2000/2/16,70,0,7,0,Wednesday
664,‘æ0664‰ñ,2000/2/18,195,1,9,5,Friday
665,‘æ0665‰ñ,2000/2/21,297,2,9,7,Monday
666,‘æ0666‰ñ,2000/2/23,277,2,7,7,Wednesday
667,‘æ0667‰ñ,2000/2/25,943,9,4,3,Friday
668,‘æ0668‰ñ,2000/2/28,157,1,5,7,Monday
669,‘æ0669‰ñ,2000/3/1,367,3,6,7,Wednesday
670,‘æ0670‰ñ,2000/3/3,811,8,1,1,Friday
671,‘æ0671‰ñ,2000/3/6,682,6,8,2,Monday
672,‘æ0672‰ñ,2000/3/8,916,9,1,6,Wednesday
673,‘æ0673‰ñ,2000/3/10,385,3,8,5,Friday
674,‘æ0674‰ñ,2000/3/13,478,4,7,8,Monday
675,‘æ0675‰ñ,2000/3/15,944,9,4,4,Wednesday
676,‘æ0676‰ñ,2000/3/17,830,8,3,0,Friday
677,‘æ0677‰ñ,2000/3/20,68,0,6,8,Monday
678,‘æ0678‰ñ,2000/3/22,628,6,2,8,Wednesday
679,‘æ0679‰ñ,2000/3/24,261,2,6,1,Friday
680,‘æ0680‰ñ,2000/3/27,277,2,7,7,Monday
681,‘æ0681‰ñ,2000/3/29,503,5,0,3,Wednesday
682,‘æ0682‰ñ,2000/3/31,973,9,7,3,Friday
683,‘æ0683‰ñ,2000/4/3,632,6,3,2,Monday
684,‘æ0684‰ñ,2000/4/5,715,7,1,5,Wednesday
685,‘æ0685‰ñ,2000/4/7,947,9,4,7,Friday
686,‘æ0686‰ñ,2000/4/10,790,7,9,0,Monday
687,‘æ0687‰ñ,2000/4/12,751,7,5,1,Wednesday
688,‘æ0688‰ñ,2000/4/14,232,2,3,2,Friday
689,‘æ0689‰ñ,2000/4/17,42,0,4,2,Monday
690,‘æ0690‰ñ,2000/4/19,274,2,7,4,Wednesday
691,‘æ0691‰ñ,2000/4/21,132,1,3,2,Friday
692,‘æ0692‰ñ,2000/4/24,548,5,4,8,Monday
693,‘æ0693‰ñ,2000/4/26,94,0,9,4,Wednesday
694,‘æ0694‰ñ,2000/4/28,900,9,0,0,Friday
695,‘æ0695‰ñ,2000/5/1,797,7,9,7,Monday
696,‘æ0696‰ñ,2000/5/3,3,0,0,3,Wednesday
697,‘æ0697‰ñ,2000/5/5,971,9,7,1,Friday
698,‘æ0698‰ñ,2000/5/8,907,9,0,7,Monday
699,‘æ0699‰ñ,2000/5/10,278,2,7,8,Wednesday
700,‘æ0700‰ñ,2000/5/12,232,2,3,2,Friday
701,‘æ0701‰ñ,2000/5/15,883,8,8,3,Monday
702,‘æ0702‰ñ,2000/5/17,993,9,9,3,Wednesday
703,‘æ0703‰ñ,2000/5/19,424,4,2,4,Friday
704,‘æ0704‰ñ,2000/5/22,869,8,6,9,Monday
705,‘æ0705‰ñ,2000/5/24,94,0,9,4,Wednesday
706,‘æ0706‰ñ,2000/5/26,948,9,4,8,Friday
707,‘æ0707‰ñ,2000/5/29,851,8,5,1,Monday
708,‘æ0708‰ñ,2000/5/31,337,3,3,7,Wednesday
709,‘æ0709‰ñ,2000/6/2,762,7,6,2,Friday
710,‘æ0710‰ñ,2000/6/5,114,1,1,4,Monday
711,‘æ0711‰ñ,2000/6/7,755,7,5,5,Wednesday
712,‘æ0712‰ñ,2000/6/9,428,4,2,8,Friday
713,‘æ0713‰ñ,2000/6/12,620,6,2,0,Monday
714,‘æ0714‰ñ,2000/6/14,943,9,4,3,Wednesday
715,‘æ0715‰ñ,2000/6/16,40,0,4,0,Friday
716,‘æ0716‰ñ,2000/6/19,469,4,6,9,Monday
717,‘æ0717‰ñ,2000/6/21,743,7,4,3,Wednesday
718,‘æ0718‰ñ,2000/6/23,241,2,4,1,Friday
719,‘æ0719‰ñ,2000/6/26,234,2,3,4,Monday
720,‘æ0720‰ñ,2000/6/28,217,2,1,7,Wednesday
721,‘æ0721‰ñ,2000/6/30,889,8,8,9,Friday
722,‘æ0722‰ñ,2000/7/3,214,2,1,4,Monday
723,‘æ0723‰ñ,2000/7/5,739,7,3,9,Wednesday
724,‘æ0724‰ñ,2000/7/7,376,3,7,6,Friday
725,‘æ0725‰ñ,2000/7/10,397,3,9,7,Monday
726,‘æ0726‰ñ,2000/7/12,629,6,2,9,Wednesday
727,‘æ0727‰ñ,2000/7/14,125,1,2,5,Friday
728,‘æ0728‰ñ,2000/7/17,743,7,4,3,Monday
729,‘æ0729‰ñ,2000/7/19,189,1,8,9,Wednesday
730,‘æ0730‰ñ,2000/7/21,974,9,7,4,Friday
731,‘æ0731‰ñ,2000/7/24,808,8,0,8,Monday
732,‘æ0732‰ñ,2000/7/26,715,7,1,5,Wednesday
733,‘æ0733‰ñ,2000/7/28,179,1,7,9,Friday
734,‘æ0734‰ñ,2000/7/31,496,4,9,6,Monday
735,‘æ0735‰ñ,2000/8/2,610,6,1,0,Wednesday
736,‘æ0736‰ñ,2000/8/4,603,6,0,3,Friday
737,‘æ0737‰ñ,2000/8/7,821,8,2,1,Monday
738,‘æ0738‰ñ,2000/8/9,65,0,6,5,Wednesday
739,‘æ0739‰ñ,2000/8/11,918,9,1,8,Friday
740,‘æ0740‰ñ,2000/8/14,602,6,0,2,Monday
741,‘æ0741‰ñ,2000/8/16,54,0,5,4,Wednesday
742,‘æ0742‰ñ,2000/8/18,286,2,8,6,Friday
743,‘æ0743‰ñ,2000/8/21,854,8,5,4,Monday
744,‘æ0744‰ñ,2000/8/23,946,9,4,6,Wednesday
745,‘æ0745‰ñ,2000/8/25,31,0,3,1,Friday
746,‘æ0746‰ñ,2000/8/28,134,1,3,4,Monday
747,‘æ0747‰ñ,2000/8/30,831,8,3,1,Wednesday
748,‘æ0748‰ñ,2000/9/1,617,6,1,7,Friday
749,‘æ0749‰ñ,2000/9/4,920,9,2,0,Monday
750,‘æ0750‰ñ,2000/9/6,912,9,1,2,Wednesday
751,‘æ0751‰ñ,2000/9/8,266,2,6,6,Friday
752,‘æ0752‰ñ,2000/9/11,370,3,7,0,Monday
753,‘æ0753‰ñ,2000/9/13,208,2,0,8,Wednesday
754,‘æ0754‰ñ,2000/9/15,307,3,0,7,Friday
755,‘æ0755‰ñ,2000/9/18,982,9,8,2,Monday
756,‘æ0756‰ñ,2000/9/20,386,3,8,6,Wednesday
757,‘æ0757‰ñ,2000/9/22,375,3,7,5,Friday
758,‘æ0758‰ñ,2000/9/25,88,0,8,8,Monday
759,‘æ0759‰ñ,2000/9/27,548,5,4,8,Wednesday
760,‘æ0760‰ñ,2000/9/29,699,6,9,9,Friday
761,‘æ0761‰ñ,2000/10/2,805,8,0,5,Monday
762,‘æ0762‰ñ,2000/10/4,804,8,0,4,Wednesday
763,‘æ0763‰ñ,2000/10/6,610,6,1,0,Friday
764,‘æ0764‰ñ,2000/10/9,94,0,9,4,Monday
765,‘æ0765‰ñ,2000/10/11,117,1,1,7,Wednesday
766,‘æ0766‰ñ,2000/10/13,835,8,3,5,Friday
767,‘æ0767‰ñ,2000/10/16,618,6,1,8,Monday
768,‘æ0768‰ñ,2000/10/18,192,1,9,2,Wednesday
769,‘æ0769‰ñ,2000/10/20,220,2,2,0,Friday
770,‘æ0770‰ñ,2000/10/23,325,3,2,5,Monday
771,‘æ0771‰ñ,2000/10/25,522,5,2,2,Wednesday
772,‘æ0772‰ñ,2000/10/27,574,5,7,4,Friday
773,‘æ0773‰ñ,2000/10/30,811,8,1,1,Monday
774,‘æ0774‰ñ,2000/11/1,80,0,8,0,Wednesday
775,‘æ0775‰ñ,2000/11/3,923,9,2,3,Friday
776,‘æ0776‰ñ,2000/11/6,302,3,0,2,Monday
777,‘æ0777‰ñ,2000/11/8,237,2,3,7,Wednesday
778,‘æ0778‰ñ,2000/11/10,226,2,2,6,Friday
779,‘æ0779‰ñ,2000/11/13,167,1,6,7,Monday
780,‘æ0780‰ñ,2000/11/15,33,0,3,3,Wednesday
781,‘æ0781‰ñ,2000/11/17,472,4,7,2,Friday
782,‘æ0782‰ñ,2000/11/20,14,0,1,4,Monday
783,‘æ0783‰ñ,2000/11/22,924,9,2,4,Wednesday
784,‘æ0784‰ñ,2000/11/24,703,7,0,3,Friday
785,‘æ0785‰ñ,2000/11/27,908,9,0,8,Monday
786,‘æ0786‰ñ,2000/11/29,160,1,6,0,Wednesday
787,‘æ0787‰ñ,2000/12/1,221,2,2,1,Friday
788,‘æ0788‰ñ,2000/12/4,433,4,3,3,Monday
789,‘æ0789‰ñ,2000/12/6,787,7,8,7,Wednesday
790,‘æ0790‰ñ,2000/12/8,807,8,0,7,Friday
791,‘æ0791‰ñ,2000/12/11,552,5,5,2,Monday
792,‘æ0792‰ñ,2000/12/13,220,2,2,0,Wednesday
793,‘æ0793‰ñ,2000/12/15,685,6,8,5,Friday
794,‘æ0794‰ñ,2000/12/18,199,1,9,9,Monday
795,‘æ0795‰ñ,2000/12/20,461,4,6,1,Wednesday
796,‘æ0796‰ñ,2000/12/22,360,3,6,0,Friday
797,‘æ0797‰ñ,2000/12/25,418,4,1,8,Monday
798,‘æ0798‰ñ,2000/12/27,477,4,7,7,Wednesday
799,‘æ0799‰ñ,2000/12/29,953,9,5,3,Friday
800,‘æ0800‰ñ,2001/1/5,817,8,1,7,Friday
801,‘æ0801‰ñ,2001/1/8,793,7,9,3,Monday
802,‘æ0802‰ñ,2001/1/10,468,4,6,8,Wednesday
803,‘æ0803‰ñ,2001/1/12,405,4,0,5,Friday
804,‘æ0804‰ñ,2001/1/15,331,3,3,1,Monday
805,‘æ0805‰ñ,2001/1/17,224,2,2,4,Wednesday
806,‘æ0806‰ñ,2001/1/19,221,2,2,1,Friday
807,‘æ0807‰ñ,2001/1/22,122,1,2,2,Monday
808,‘æ0808‰ñ,2001/1/24,296,2,9,6,Wednesday
809,‘æ0809‰ñ,2001/1/26,127,1,2,7,Friday
810,‘æ0810‰ñ,2001/1/29,929,9,2,9,Monday
811,‘æ0811‰ñ,2001/1/31,559,5,5,9,Wednesday
812,‘æ0812‰ñ,2001/2/2,614,6,1,4,Friday
813,‘æ0813‰ñ,2001/2/5,96,0,9,6,Monday
814,‘æ0814‰ñ,2001/2/7,873,8,7,3,Wednesday
815,‘æ0815‰ñ,2001/2/9,839,8,3,9,Friday
816,‘æ0816‰ñ,2001/2/12,650,6,5,0,Monday
817,‘æ0817‰ñ,2001/2/14,922,9,2,2,Wednesday
818,‘æ0818‰ñ,2001/2/16,427,4,2,7,Friday
819,‘æ0819‰ñ,2001/2/19,369,3,6,9,Monday
820,‘æ0820‰ñ,2001/2/21,33,0,3,3,Wednesday
821,‘æ0821‰ñ,2001/2/23,292,2,9,2,Friday
822,‘æ0822‰ñ,2001/2/26,459,4,5,9,Monday
823,‘æ0823‰ñ,2001/2/28,535,5,3,5,Wednesday
824,‘æ0824‰ñ,2001/3/2,102,1,0,2,Friday
825,‘æ0825‰ñ,2001/3/5,339,3,3,9,Monday
826,‘æ0826‰ñ,2001/3/7,823,8,2,3,Wednesday
827,‘æ0827‰ñ,2001/3/9,802,8,0,2,Friday
